Symbol	Name	Change	% Change	Price (Intraday)	50 Day Average	200 Day Average	3-Mo Return	YTD Return	52 Week Range
0P0000N9S3.BO	Essel Liquid Fund Regular Weekly Dividend Payout	+0.00	+0.02%	10.01	10.01	104.17	1.62%	1.69%	
0P00015JGD.BO	DSP Low Duration Fund Direct Plan Weekly Dividend Payout	-0.01	-0.11%	10.14	10.13	10.13	2.13%	3.70%	
0P0000XW4X.BO	Quant Consumption Fund Growth Option Direct Plan	+0.50	+0.70%	71.27	68.59	67.12	15.28%	3.28%	
0P0000XY0Z.BO	BOI AXA Conservative Hybrid Direct Growth	+0.05	+0.17%	30.46	30.15	29.50	4.21%	3.58%	
0P0001JBAC.BO	Union Midcap Fund Regular Transfer of Income Distribution cum capital withdrawal	+0.09	+0.29%	31.10	29.38	28.32	20.22%	11.15%	
0P0001BAPK.BO	Invesco India Gilt Fund Direct Plan Annual Dividend Reinvestment	-2.04	-0.15%	1,387.24	1,379.39	1,341.03	2.76%	4.32%	
0P0001QI4V.BO	HDFC FMP 2638D February 2023 (47) Regular Quarterly Payout Inc Dist cum Cap Wdrl	-0.03	-0.27%	10.18	10.40	10.30	-0.05%	N/A	
0P0001OF03.BO	HDFC Nifty 100 Index Fund Regular Growth	+0.11	+1.05%	10.94	10.58	10.41	12.69%	3.54%	
0P0001O9H8.BO	ICICI Prudential Silver ETF Fund of Fund Direct Payout Inc Dist cum Cap Wdrl	-0.14	-1.24%	11.10	11.57	10.61	0.11%	1.96%	
0P0001IUJX.BO	JM Overnight Fund Regular Weekly Dividend Payout	+0.18	+0.02%	1,000.36	1,000.52	1,000.51	1.61%	3.13%	
0P0001QO4P.BO	Quant Dynamic Asset Allocation Fund Regular Payout Inc Dist cum Cap Wdrl	+0.13	+1.20%	10.53	10.14	10.14	N/A	N/A	
0P0000XVGT.BO	Invesco India Money Market Fund Direct Plan Monthly Dividend Payout	+0.50	+0.05%	1,059.00	1,062.33	1,055.03	2.07%	3.72%	
0P0001FFWA.BO	Tata Ultra Short Term Fund Regular Monthly Dividend Payout	+0.00	+0.04%	12.40	12.33	12.08	1.82%	3.22%	
0P00015AGU.BO	IDBI Ultra Short Term Regular Bonus	+0.89	+0.04%	2,412.27	2,398.23	2,349.35	1.80%	3.29%	
0P0001PQAZ.BO	SBI Fixed Maturity Plan Series 68 1302 Days Direct Growth	-0.01	-0.14%	10.60	10.56	10.38	2.23%	3.64%	
0P0001NE5X.BO	Motilal Oswal 5 Year G-Sec Fund of Fund Regular Growth	-0.01	-0.08%	10.69	10.65	10.36	2.06%	4.03%	
0P0001L64T.BO	ICICI Prudential Quant Fund Regular Reinvestment of Income Distribution cum Cap wdrl	+0.14	+1.09%	12.90	12.45	12.54	11.59%	-2.12%	
0P00014OJQ.BO	HDFC Credit Risk Debt Fund Direct Option Normal Dividend Payout Option	+0.00	+0.00%	19.33	19.22	18.76	2.34%	3.77%	
0P00011MS9.BO	BOI AXA Large & Mid Cap Equity Fund Direct Plan- Bonus	+0.27	+0.77%	34.89	33.73	32.79	12.91%	5.76%	
0P0000IO4Q.BO	BOI AXA Ultra Short Duration Retail Growth	+0.90	+0.03%	2,780.17	2,764.68	2,710.08	1.74%	3.17%	
0P0001DZDP.BO	Kotak Balanced Advantage Fund Regular Dividend Payout	+0.08	+0.49%	15.89	15.56	15.09	7.56%	6.16%	
0P0000XVLA.BO	SBI PSU Direct Dividend Payout	+0.14	+0.80%	17.77	17.32	16.62	13.28%	3.77%	
0P0000Z9VZ.BO	Axis Dynamic Bond Fund Direct Plan Half Yearly Dividend Payout Option	-0.00	-0.03%	11.61	11.57	11.43	2.94%	4.19%	
0P00011MCM.BO	Shriram Hybrid Equity Fund Direct Dividend Payout	+0.14	+0.66%	21.13	20.56	20.22	9.02%	4.48%	
0P0001EKGG.BO	Sundaram Money Market Direct Monthly Dividend Sweep	+0.00	+0.04%	11.18	11.18	11.18	1.98%	3.53%	
0P0001BALC.BO	IDFC Infrastructure Fund Direct Plan Dividend Reinvestment	+0.19	+0.66%	29.41	27.91	26.15	19.14%	17.83%	
0P0001BANC.BO	Indiabulls Arbitrage Fund Regular Plan Half Yearly Dividend Reinvestment Option	+0.01	+0.09%	12.29	12.24	12.05	1.28%	2.47%	
0P0001BAQ4.BO	Invesco India Ultra Short Term Fund Direct Plan Annual Dividend Reinvestment	+0.76	+0.04%	1,766.24	1,755.11	1,715.93	2.01%	3.63%	
0P0001DYTE.BO	BOI AXA Midcap Tax Fund Series 2 Regular Growth	+0.13	+0.60%	21.77	20.63	19.96	19.42%	8.96%	
0P0000XVSL.BO	UTI Credit Risk Fund - Growth Option-Direct	+0.00	+0.02%	16.43	16.34	15.93	2.23%	3.83%	
0P0001BBAG.BO	Sundaram Financial Services Opportunities Fund Retail Dividend Reinvestment	+0.10	+0.39%	26.23	24.99	24.00	17.36%	8.91%	
0P0001B9QT.BO	BNP Paribas Medium Term Fund Regular Annual Dividend Reinvestment	-0.00	-0.03%	10.84	10.78	10.49	2.58%	4.06%	
0P0001E1W5.BO	IDBI Long Term Value Fund Direct Dividend Sweep	+0.23	+1.29%	17.89	17.35	17.01	12.30%	3.35%	
0P0001NJK9.BO	ITI Pharma and Healthcare Fund Direct Reinvestment Inc Dist cum Cap Wdrl	+0.07	+0.68%	10.57	9.92	9.62	16.36%	10.00%	
0P0001PMNK.BO	Union Retirement Fund Regular Payout Inc Dist cum Cap Wdrl	+0.08	+0.74%	10.81	10.31	9.99	15.61%	8.64%	
0P00015BYV.BO	Edelweiss Multi-Cap Direct Dividend Payout	+0.24	+1.04%	23.30	22.31	21.49	14.48%	9.38%	
0P0001Q8C6.BO	Kotak Nifty SDL Jul 2026 Index	+0.00	+0.00%	10.01	10.00	10.00	N/A	N/A	
0P000142VR.BO	PGIM India Arbitrage Fund Regular Plan Monthly Dividend Payout	-0.01	-0.07%	10.71	10.69	10.63	1.80%	3.23%	
0P0001PF2F.BO	Baroda BNP Paribas Flexi Cap Fund Regular Reinvestment Inc Dist cum Cap Wdrl	+0.11	+1.04%	10.78	10.34	10.06	14.29%	7.12%	
0P0001N33H.BO	Kotak FMP Series 292 - 1735 Days Direct Growth	-0.01	-0.05%	10.90	10.85	10.57	2.20%	3.90%	
0P0001MU35.BO	Axis Floater Fund Regular Monthly Reinvestment Inc Dist cum Cap Wdrl	-0.07	-0.01%	1,001.67	1,003.91	1,003.38	2.05%	3.67%	
0P0001PTLR.BO	ICICI Prudential Nifty SDL Dec 2028 Index Fund Annual Direct Payout Inc Dist cum Cap Wdrl	+0.01	+0.06%	10.67	10.63	10.37	2.91%	4.23%	
0P00017Q33.BO	DSP Equity Savings Fund Direct Plan Dividend Payout	+0.04	+0.29%	12.52	12.27	12.91	0.28%	4.41%	
0P0001QLG6.BO	HDFC Fixed Maturity Plans 1269D March 2023 Series 47 Regular Growth	-0.01	-0.14%	10.22	10.16	10.13	2.40%	N/A	
0P00014KAT.BO	IIFL Focused Equity Fund Regular Dividend Payout	+0.23	+0.78%	29.87	28.42	27.24	15.03%	10.85%	
0P0001PTB8.BO	HDFC Fixed Maturity Plans 1359D September 2022 Ser 46 Regular Quarterly Payout Inc Dist cum Cap Wdrl	-0.01	-0.11%	10.06	10.18	10.13	0.38%	0.09%	
0P0001BA2M.BO	Edelweiss Aggressive Hybrid -Direct Plan-Dividend Reinvestment Option	+0.18	+0.69%	26.21	25.44	24.95	11.91%	9.02%	
0P0001I7GC.BO	PGIM India Overnight Fund Regular Weekly Dividend Payout	+0.18	+0.02%	1,001.07	1,000.73	1,000.71	1.62%	3.11%	
0P0001I399.BO	Axis Money Market Fund Regular Quarterly Dividend Payout	+0.46	+0.04%	1,061.01	1,063.57	1,051.01	2.07%	3.71%	
0P0001BAYT.BO	Motilal Oswal Dynamic Fund Regular Plan Quarterly Dividend Reinvestment Option	+0.04	+0.37%	11.66	11.02	11.05	15.72%	8.16%	
0P00015E4H.BO	SBI Long Term Advantage Fund Series I Direct Growth	+0.17	+0.57%	30.12	28.50	27.85	16.17%	9.13%	
0P0001EI11.BO	HDFC Balanced Adv Direct Plan Dividend Reinvestment Option	+0.20	+0.56%	34.98	34.29	33.72	9.44%	7.14%	
0P0001BOY0.BO	DSP Equal Nifty 50 Fund Dividend Payout	+0.17	+1.01%	16.86	16.18	16.05	15.90%	7.39%	
0P0001BA49.BO	Franklin India Banking & PSU Debt Fund Direct Dividend Reinvestment	+0.00	+0.00%	10.86	10.91	10.79	1.03%	1.43%	
0P0000IX75.BO	Edelweiss Liquid Fund Regular Plan Monthly Dividend Payout	+0.19	+0.02%	1,039.90	1,036.99	1,034.82	1.74%	3.31%	
0P0000XNT1.BO	UTI Credit Risk Fund Regular Plan Dividend Payout	+0.00	+0.01%	10.47	10.42	10.19	2.03%	3.43%	
0P0000K1C0.BO	BOI AXA Tax Advantage Eco Growth	+0.82	+0.71%	116.17	112.30	108.68	14.37%	6.20%	
0P0001HNIU.BO	YES Ultra Short Term Fund Direct Monthly Dividend Payout	+0.42	+0.04%	1,004.28	1,004.57	1,004.19	1.92%	3.51%	
0P0001IPOZ.BO	Union Large & Midcap Fund Direct Dividend Reinvestment	+0.13	+0.69%	18.78	17.93	17.35	16.94%	8.37%	
0P00017K5Y.BO	HDFC Retirement Savings Fund - Hybrid Debt Plan - Direct Plan	+0.03	+0.13%	19.82	19.55	18.89	5.26%	5.79%	
0P0001OMHR.BO	HDFC Fixed Maturity Plans 1861D March 2022- Series 46 Direct Quarterly Income Dist cum Cap Wdrl	-0.00	-0.00%	10.01	10.20	10.12	-0.22%	0.00%	
0P0001DZTU.BO	Union Equity Savings Fund Direct Growth	+0.06	+0.42%	14.44	14.20	13.90	5.56%	4.03%	
0P0001784J.BO	Tata Resources & Energy Fund Regular Growth	-0.00	-0.01%	30.39	29.47	28.56	12.72%	4.84%	
0P0001CQQJ.BO	Mirae Asset Short Term Regular Dividend Reinvestment	-0.00	-0.00%	13.62	13.56	13.26	2.07%	3.42%	
0P0001D748.BO	Union Corporate Bond Fund Direct Payout of Income Distribution cum capital withdrawal	-0.00	-0.04%	13.34	13.28	12.97	2.10%	3.50%	
0P0001FVA8.BO	Aditya Birla Sun Life Retirement Fund - The 50s Plan Direct Dividend Payout	+0.02	+0.19%	12.84	12.65	12.36	4.75%	4.12%	
0P0001NZCZ.BO	BHARAT Bond ETF FOF - April 2032 Regular Growth	-0.03	-0.27%	10.77	10.72	10.40	3.16%	4.19%	
0P0001BAIM.BO	IDBI Ultra Short Term Weekly Dividend Reinvestment	+0.40	+0.04%	1,100.09	1,099.39	1,096.24	1.80%	3.29%	
0P000125VF.BO	IDFC Banking & PSU Debt Fund-Direct Plan- Daily Dividend Reinvestment	-0.00	-0.03%	10.48	10.48	10.48	2.16%	3.23%	
0P0001DJC0.BO	Nippon India Nivesh Lakshya Fund - Direct Plan - Dividend Payout	-0.07	-0.48%	15.47	15.44	14.84	3.25%	5.79%	
0P0001EP9Q.BO	Axis Growth Opportunities Fund Regular Growth	+0.07	+0.31%	22.36	21.13	19.92	22.05%	14.78%	
0P0001FVA4.BO	Aditya Birla Sun Life Retirement Fund - The 40s Plan Direct Growth	+0.16	+1.10%	14.59	14.06	13.84	10.74%	4.54%	
0P00015GVG.BO	IDFC Equity Savings Fund Regular Plan Annual Dividend Payout	+0.04	+0.29%	12.35	12.18	12.37	-0.71%	-1.21%	
0P0001BN7F.BO	Indiabulls Tax Savings Direct Dividend Reinvestment	+0.17	+1.09%	15.61	15.10	14.73	12.30%	4.98%	
0P0001IUCB.BO	Mahindra Manulife Top 250 Nivesh Yojana Direct Growth	+0.21	+1.06%	19.88	18.78	18.20	17.89%	8.58%	
0P0001JBAD.BO	Union Midcap Fund Regular Reinvestment of Income Distribution cum capital withdrawal	+0.09	+0.29%	31.10	29.38	28.32	20.22%	11.15%	
0P0001Q6FL.BO	IIFL ELSS Nifty 50 Tax Saver Index Fund Direct Payout Inc Dist cum Cap Wdrl	+0.12	+1.15%	10.49	10.16	9.91	12.23%	N/A	
0P0001QFAG.BO	Bandhan Crisil IBX Gilt April 2032 Index Fund Regular Reinvestment Inc Dist cum Cap Wdrl	-0.03	-0.32%	10.43	10.37	10.24	3.25%	N/A	
0P0001LMNX.BO	IDFC Floating Rate Fund Regular Quarterly Payout of Income Distribution cum cptl Wdrl opt	+0.00	+0.03%	10.27	10.21	10.15	0.59%	2.05%	
0P00012M99.BO	IDFC Banking & PSU Debt Fund-Regular Plan- Annual Dividend Payout	-0.00	-0.03%	11.20	11.15	11.19	-1.84%	-0.42%	
0P0001MNPZ.BO	SBI Fixed Maturity Plan Series 45 1840 Days Regular Growth	-0.01	-0.07%	10.99	10.96	10.77	2.12%	3.75%	
0P0001BAI5.BO	IDBI Nifty Index Fund Direct Dividend Reinvestment	+0.42	+1.15%	36.20	35.07	34.15	12.29%	5.19%	
0P0001FI71.BO	Motilal Oswal Liquid Fund (MOFLF) Direct -Dividend Option-Monthly Payout	-0.06	-0.59%	10.09	10.06	10.06	1.67%	3.21%	
0P00011MAR.BO	PGIM India Midcap Opportunities Fund Regular Growth	+0.26	+0.56%	46.42	44.38	43.90	13.91%	6.20%	
0P0001ONXF.BO	SBI Fixed Maturity Plan (FMP) - Series 61 (1927 Days) Direct Payout Inc Dist cum Cap Wdrl	-0.00	-0.00%	10.64	10.61	10.41	2.36%	4.04%	
0P0001II5R.BO	Nippon India Equity Savings Segregated Portfolio 1 Direct Plan Quarterly Dividend Payout Plan	0.0000	0.00%	0.2564	0.26	0.26	0.00%	0.00%	
0P0001LOYS.BO	ITI Mid Cap Fund Regular Payout Inc Dist cum Cap Wdrl	+0.10	+0.78%	12.64	11.96	11.59	17.42%	9.51%	
0P0001FFE2.BO	DSP Overnight Fund Regular Growth	+0.22	+0.02%	1,215.48	1,209.72	1,190.96	1.64%	3.17%	
0P0001DJB9.BO	Essel Multi Cap Fund Regular Half Yearly Dividend Payout	+0.15	+0.87%	17.51	16.80	16.29	14.65%	7.53%	
0P0001Q6FN.BO	IIFL ELSS Nifty 50 Tax Saver Index Fund Regular Payout Inc Dist cum Cap Wdrl	+0.12	+1.15%	10.48	10.15	9.90	12.16%	N/A	
0P0001B9N4.BO	Aditya Birla Sun Life Banking & Financial Services Direct Dividend Reinvestment	+0.27	+1.01%	26.71	25.48	25.03	19.45%	7.44%	
0P0001J876.BO	Franklin India Dynamic Accrual Fund Segregated Portfolio 2 Growth	+0.0006	+0.07%	0.8304	0.82	0.78	3.54%	7.18%	
0P0001DENJ.BO	Baroda Ultra Short Duration Fund Regular Weekly Dividend	+0.42	+0.04%	1,000.86	1,001.18	1,000.64	2.08%	3.52%	
0P0001MSAH.BO	PGIM India Small Cap Fund Regular Payout of Income Distribution cum capital withdrawal option	-0.02	-0.18%	11.36	10.74	10.80	14.40%	4.89%	
0P0000XVFV.BO	Nippon India Small Cap Fund - Direct Plan - Bonus Option	+0.60	+0.50%	119.57	111.76	103.91	22.95%	17.08%	
0P0001R21N.BO	Kotak Nifty 200 Momentum 30 Ind	+0.05	+0.53%	10.05	10.03	10.03	N/A	N/A	
0P0001EHF0.BO	Shriram Multicap Reg DP	+0.12	+0.77%	15.45	15.01	14.89	10.60%	2.98%	
0P0001MN73.BO	Axis Quant Fund Regular Reinvestment of Income Distribution cum capital withdrawal option	+0.10	+0.82%	12.17	11.60	11.08	17.36%	11.86%	
0P0001LQJB.BO	Kotak Nifty Next 50 Index Fund Direct Reinvestment of Income Dis cum Cap wdrl	+0.08	+0.65%	12.54	11.98	11.88	17.50%	3.11%	
0P0000XW8W.BO	HDFC Short Term Debt Fund -Direct Plan - Growth Option	-0.01	-0.03%	28.10	27.93	27.22	2.41%	3.99%	
0P0000XVD4.BO	Principal Balanced Advantage Fund - Direct Plan - Growth Option	+0.18	+0.59%	31.19	30.46	29.89	7.86%	3.56%	
0P0001ON4R.BO	Axis Nifty Midcap 50 Index Fund Regular Growth	+0.10	+0.85%	12.07	11.32	10.64	21.75%	14.47%	
0P0001FE9W.BO	YES Liquid Dir Fortnightly DP	+0.56	+0.06%	1,002.35	1,001.93	1,001.94	1.77%	3.40%	
0P0001LMNZ.BO	IDFC Floating Rate Fund Regular Periodic Payout of Income Distribution cum cptl Wdrl opt	+0.00	+0.03%	11.07	11.01	10.77	1.98%	3.46%	
0P0001HYZ6.BO	Union Focused Fund Direct Dividend Payout	+0.16	+0.81%	19.74	18.93	18.58	13.78%	5.17%	
0P00012K1E.BO	HDFC Credit Risk Debt Fund Growth Option	-0.00	-0.00%	20.65	20.55	20.09	2.19%	3.46%	
0P0001EUZW.BO	Tata Small Cap Fund Reg DP	+0.22	+0.83%	26.80	25.46	23.94	17.12%	12.15%	
0P00015F9J.BO	Axis Short Term Fund Direct Plan Regular Dividend Payout Option	-0.00	-0.01%	17.52	17.43	16.98	2.38%	4.00%	
0P0000XVZO.BO	BOI AXA Liquid Fund- Direct Plan- Growth	+1.55	+0.06%	2,635.55	2,623.15	2,585.29	1.80%	3.42%	
0P0001FGGY.BO	SBI Corporate Bond Fund Direct Quarterly Dividend Payout	+0.00	+0.01%	13.23	13.16	12.84	2.33%	3.73%	
0P0001H0VQ.BO	SBI Equity Minimum Variance Fund Regular Dividend Payout	+0.20	+1.09%	18.12	17.38	16.77	14.18%	8.42%	
0P0001O9HA.BO	ICICI Prudential Silver ETF Fund of Fund Regular Growth	-0.14	-1.24%	11.00	11.48	10.54	0.01%	1.71%	
0P0001BBF9.BO	Union Multi Cap Fund Dividend Reinvestment Option Direct Plan	+0.25	+0.72%	34.52	32.95	31.92	15.61%	7.71%	
0P0001EDGK.BO	Sundaram Emerging Small Cap Ser VI Regular Dividend Payout	-0.02	-0.09%	22.70	22.32	21.36	11.32%	9.39%	
0P0000IX9F.BO	Canara Robeco Liquid Regular Plan Daily Dividend Reinvestment	0.00	0.00%	1,005.50	1,005.50	1,005.50	1.77%	3.40%	
0P000178SI.BO	Essel Long Term Advantage Fund Regular Growth	+0.17	+0.78%	22.17	21.20	20.56	15.14%	8.20%	
0P0000ZK6M.BO	Edelweiss Banking and PSU Debt Fund Regular Growth	-0.01	-0.07%	21.23	21.16	20.58	2.55%	3.82%	
0P0001B9QQ.BO	BNP Paribas Medium Term Fund Direct Calendar Quarterly Dividend Reinvestment	-0.00	-0.03%	10.18	10.27	10.15	1.16%	1.18%	
0P0001JC3M.BO	PGIM India Money Market Fund Direct Growth	+0.55	+0.05%	1,180.38	1,172.79	1,145.15	2.11%	3.83%	
0P000175WL.BO	Axis Children&apos;s Gift Direct No Lockin Dividend Payout	+0.14	+0.61%	22.60	22.00	21.53	11.14%	5.17%	
0P0001Q7X5.BO	SBI Long Duration Fund Direct Reinvestment Inc Dist cum Cap Wdrl	-0.04	-0.40%	10.52	10.56	10.30	2.76%	5.39%	
0P0001AKRK.BO	IDFC Asset Allocation Fund Of Fund-Moderate Plan-Direct Plan-Dividend Payout	+0.08	+0.42%	19.96	19.43	19.09	7.82%	5.60%	
0P0001EI9H.BO	Sundaram Emerging Small Cap Ser VII Regular Dividend Sweep	-0.03	-0.12%	22.99	22.33	21.29	14.02%	11.21%	
0P0001D5AC.BO	Essel Large & Midcap Fund-Direct Plan-Half Yearly Dividend Payout	+0.24	+0.79%	30.62	29.14	27.97	17.44%	10.38%	
0P0000V2QE.BO	Axis Gilt Fund Growth	-0.03	-0.16%	21.68	21.57	21.04	2.55%	3.96%	
0P0001BURF.BO	Axis Multicap Fund Direct Growth	+0.17	+0.83%	20.40	19.51	19.11	15.38%	6.42%	
0P00015QJ5.BO	Sundaram Long Term Tax Advantage Fund Series I Regular Dividend	+0.22	+1.10%	20.20	19.62	19.07	11.74%	5.21%	
0P0000XY0G.BO	Aditya Birla Sun Life Pure Value Fund Direct Plan Dividend Payout	+0.46	+0.78%	59.34	56.89	53.91	18.29%	10.03%	
0P0001BBLB.BO	Sundaram Financial Services Opportunities Fund Institutional Dividend Sweep	+0.12	+0.39%	29.77	28.33	27.07	17.76%	9.78%	
0P0000U3OH.BO	ICICI Prudential Regular Gold Savings Fund(FOF) Dividend Payout	-0.12	-0.63%	18.60	19.19	17.92	-1.47%	5.36%	
0P0001EDXY.BO	Axis Ultra Short Term Fund Regular Weekly Dividend Pay-out	+0.00	+0.03%	10.07	10.07	10.07	1.83%	3.29%	
0P0001BAZK.BO	Essel Regular Savings Fund Direct Plan Monthly Dividend Reinvestment Option	+0.03	+0.26%	12.12	12.01	11.80	3.77%	3.22%	
0P0000XZRL.BO	Edelweiss Balanced Advantage Fund Direct Dividend Payout	+0.12	+0.52%	22.98	22.52	21.99	8.24%	4.69%	
0P0000SBJ7.BO	L&T Hybrid Equity Fund Growth	+0.35	+0.88%	39.86	38.36	36.93	12.73%	9.10%	
0P0001BBGJ.BO	UTI Dynamic Bond Fund Regular Plan Annual Dividend Reinvestment Option	-0.01	-0.05%	12.60	12.55	12.81	2.10%	3.09%	
0P0000XVTZ.BO	Axis Strategic Bond Fund Direct Plan Growth Option	-0.02	-0.07%	25.89	25.73	25.01	2.68%	4.49%	
0P0001BA1U.BO	Edelweiss Multi-Cap Regular Dividend Reinvestment	+0.22	+1.03%	20.80	19.94	19.30	14.02%	8.52%	
0P0001PKI1.BO	Shriram Overnight Fund Regular Monthly Payout Inc Dist cum Cap Wdrl	+0.00	+0.02%	10.02	10.02	10.02	-0.00%	-0.01%	
0P0000UAKS.BO	L&T Equity Savings Growth	+0.12	+0.50%	25.21	24.68	23.78	7.74%	7.55%	
0P0001DZDQ.BO	Kotak Balanced Advantage Fund Regular Dividend Reinvestment	+0.08	+0.49%	15.89	15.56	15.09	7.56%	6.16%	
0P0001EUWZ.BO	Mahindra Rural Bharat and Consumption Yojana Regular Growth	+0.06	+0.40%	16.34	15.56	14.91	17.46%	11.02%	
0P00011MCJ.BO	Shriram Hybrid Equity Fund Regular Growth	+0.16	+0.65%	24.10	23.48	23.20	8.62%	3.74%	
0P000148ON.BO	IDFC Dynamic Bond Fund Direct Plan Periodic Dividend Payout	-0.03	-0.24%	11.22	11.18	10.84	2.50%	4.56%	
0P0000OPMP.BO	Baroda Short Term Bond - Plan A - Growth	-0.00	-0.01%	25.19	25.06	24.45	2.28%	3.78%	
0P0001PP36.BO	ICICI Prudential Nifty50 Equal Weight Index Fund Regular Payout Inc Dist cum Cap Wdrl	+0.11	+1.01%	11.35	10.89	10.52	15.81%	7.57%	
0P0000WCFZ.BO	Axis Focused 25 Fund Growth	+0.24	+0.58%	41.72	40.04	39.31	16.93%	5.75%	
0P00012JRN.BO	Kotak Credit Risk Fund Annual Dividend Payout Direct	+0.00	+0.02%	20.95	20.88	20.42	2.15%	3.19%	
0P0001D3QF.BO	Essel Equity Hybrid Fund Regular Monthly Dividend Reinvestment	+0.12	+0.77%	15.59	15.09	14.65	11.02%	6.69%	
0P0001DCT9.BO	IDBI Banking Financial Services Fund Dividend Sweep	+0.13	+0.87%	14.97	14.54	13.96	14.89%	5.65%	
0P0001FEA6.BO	YES Liquid Reg Fortnightly DR	+0.55	+0.05%	1,004.33	1,003.91	1,003.92	1.73%	3.32%	
0P0000WDJ8.BE	Eastspring Investments - US Corporate Bond Fund - AADM (hedged)	0.00	0.00%	8.07	8.15	8.12	N/A	N/A	
0P0001FIIZ.BO	Aditya Birla Sun Life Bal Bhavishya Yojna Wealth Plan Regular Dividend Reinvestment	+0.17	+1.17%	14.57	13.93	13.61	15.91%	5.81%	
0P0000ZKLX.BO	DSP Banking & PSU Debt Fund Direct Dividend Payout	+0.00	+0.02%	10.41	10.36	10.38	-1.62%	3.63%	
0P0000XVS4.BO	Union Long Term Equity Fund Growth Option Direct Plan	+0.38	+0.77%	49.20	47.00	45.66	14.98%	7.73%	
0P0000CNPD.BO	Kotak Corporate Bond- Standard Plan-Monthly Dividend Payout	-0.19	-0.02%	1,051.06	1,046.97	1,039.67	1.87%	3.17%	
0P0000XW8V.BO	HDFC Short Term Debt Fund -Direct Plan Fortnightly Dividend Payout Option	-0.00	-0.03%	10.31	10.33	10.32	2.41%	3.81%	
0P0001IJTV.BO	Mahindra Ultra Short Term Yojana Direct Growth	+0.46	+0.04%	1,214.76	1,206.78	1,180.03	1.99%	3.63%	
0P00012KBL.BO	HDFC Banking & PSU Debt Fund Direct Plan Dividend Payout Option	+0.00	+0.01%	10.04	10.04	10.04	2.33%	3.79%	
0P0000N9S3.BO	Essel Liquid Fund Regular Weekly Dividend Payout	+0.00	+0.02%	10.01	10.01	104.17	1.62%	1.69%	
0P00015JGD.BO	DSP Low Duration Fund Direct Plan Weekly Dividend Payout	-0.01	-0.11%	10.14	10.13	10.13	2.13%	3.70%	
0P0000XW4X.BO	Quant Consumption Fund Growth Option Direct Plan	+0.50	+0.70%	71.27	68.59	67.12	15.28%	3.28%	
0P0000XY0Z.BO	BOI AXA Conservative Hybrid Direct Growth	+0.05	+0.17%	30.46	30.15	29.50	4.21%	3.58%	
0P0001JBAC.BO	Union Midcap Fund Regular Transfer of Income Distribution cum capital withdrawal	+0.09	+0.29%	31.10	29.38	28.32	20.22%	11.15%	
0P0001BAPK.BO	Invesco India Gilt Fund Direct Plan Annual Dividend Reinvestment	-2.04	-0.15%	1,387.24	1,379.39	1,341.03	2.76%	4.32%	
0P0001QI4V.BO	HDFC FMP 2638D February 2023 (47) Regular Quarterly Payout Inc Dist cum Cap Wdrl	-0.03	-0.27%	10.18	10.40	10.30	-0.05%	N/A	
0P0001OF03.BO	HDFC Nifty 100 Index Fund Regular Growth	+0.11	+1.05%	10.94	10.58	10.41	12.69%	3.54%	
0P0001O9H8.BO	ICICI Prudential Silver ETF Fund of Fund Direct Payout Inc Dist cum Cap Wdrl	-0.14	-1.24%	11.10	11.57	10.61	0.11%	1.96%	
0P0001IUJX.BO	JM Overnight Fund Regular Weekly Dividend Payout	+0.18	+0.02%	1,000.36	1,000.52	1,000.51	1.61%	3.13%	
0P0001QO4P.BO	Quant Dynamic Asset Allocation Fund Regular Payout Inc Dist cum Cap Wdrl	+0.13	+1.20%	10.53	10.14	10.14	N/A	N/A	
0P0000XVGT.BO	Invesco India Money Market Fund Direct Plan Monthly Dividend Payout	+0.50	+0.05%	1,059.00	1,062.33	1,055.03	2.07%	3.72%	
0P0001FFWA.BO	Tata Ultra Short Term Fund Regular Monthly Dividend Payout	+0.00	+0.04%	12.40	12.33	12.08	1.82%	3.22%	
0P00015AGU.BO	IDBI Ultra Short Term Regular Bonus	+0.89	+0.04%	2,412.27	2,398.23	2,349.35	1.80%	3.29%	
0P0001PQAZ.BO	SBI Fixed Maturity Plan Series 68 1302 Days Direct Growth	-0.01	-0.14%	10.60	10.56	10.38	2.23%	3.64%	
0P00014OJQ.BO	HDFC Credit Risk Debt Fund Direct Option Normal Dividend Payout Option	+0.00	+0.00%	19.33	19.22	18.76	2.34%	3.77%	
0P00011MS9.BO	BOI AXA Large & Mid Cap Equity Fund Direct Plan- Bonus	+0.27	+0.77%	34.89	33.73	32.79	12.91%	5.76%	
0P0001B9QT.BO	BNP Paribas Medium Term Fund Regular Annual Dividend Reinvestment	-0.00	-0.03%	10.84	10.78	10.49	2.58%	4.06%	
0P0001E1W5.BO	IDBI Long Term Value Fund Direct Dividend Sweep	+0.23	+1.29%	17.89	17.35	17.01	12.30%	3.35%	
0P0001NJK9.BO	ITI Pharma and Healthcare Fund Direct Reinvestment Inc Dist cum Cap Wdrl	+0.07	+0.68%	10.57	9.92	9.62	16.36%	10.00%	
0P0001PMNK.BO	Union Retirement Fund Regular Payout Inc Dist cum Cap Wdrl	+0.08	+0.74%	10.81	10.31	9.99	15.61%	8.64%	
0P00015BYV.BO	Edelweiss Multi-Cap Direct Dividend Payout	+0.24	+1.04%	23.30	22.31	21.49	14.48%	9.38%	
